ERR3855113	ITS5_1_fwd	100.000	22	0	0	100	19	40	22	1	22	3.08e-08	41.0
ERR3855113	ITS1F_1_fwd	100.000	22	0	0	100	5	26	22	1	22	3.08e-08	41.0
ERR3855113	ITSOF_1_fwd	100.000	21	0	0	100	4	24	21	1	21	1.08e-07	39.2
ERR3855113	ITS1F_KYO2_1_fwd	100.000	21	0	0	100	15	35	21	1	21	1.08e-07	39.2
ERR3855113	ITS1Fngs_1_fwd	100.000	19	0	0	100	8	26	19	1	19	1.31e-06	35.6
ERR3855113	ITS1F_KYO1_1_fwd	90.909	22	2	0	100	5	26	22	1	22	1.31e-06	35.6
ERR3855114	ITS5_1_fwd	100.000	22	0	0	82	19	40	22	1	22	2.47e-08	41.0
ERR3855114	ITS1F_1_fwd	100.000	22	0	0	82	5	26	22	1	22	2.47e-08	41.0
ERR3855114	ITSOF_1_fwd	100.000	21	0	0	82	4	24	21	1	21	8.61e-08	39.2
ERR3855114	ITS1F_KYO2_1_fwd	100.000	21	0	0	82	15	35	21	1	21	8.61e-08	39.2
ERR3855114	ITS1Fngs_1_fwd	100.000	19	0	0	82	8	26	19	1	19	1.05e-06	35.6
ERR3855114	ITS1F_KYO1_1_fwd	90.909	22	2	0	82	5	26	22	1	22	1.05e-06	35.6
ERR3855115	ITS5_1_fwd	100.000	22	0	0	100	19	40	22	1	22	3.08e-08	41.0
ERR3855115	ITS1F_1_fwd	100.000	22	0	0	100	5	26	22	1	22	3.08e-08	41.0
ERR3855115	ITSOF_1_fwd	100.000	21	0	0	100	4	24	21	1	21	1.08e-07	39.2
ERR3855115	ITS1F_KYO2_1_fwd	100.000	21	0	0	100	15	35	21	1	21	1.08e-07	39.2
ERR3855115	ITS1Fngs_1_fwd	100.000	19	0	0	100	8	26	19	1	19	1.31e-06	35.6
ERR3855115	ITS1F_KYO1_1_fwd	90.909	22	2	0	100	5	26	22	1	22	1.31e-06	35.6
ERR3855116	ITS5_1_fwd	100.000	22	0	0	100	20	41	22	1	22	3.08e-08	41.0
ERR3855116	ITS1F_1_fwd	100.000	22	0	0	100	6	27	22	1	22	3.08e-08	41.0
ERR3855116	ITS1F_KYO2_1_fwd	100.000	21	0	0	100	16	36	21	1	21	1.08e-07	39.2
ERR3855116	ITSOF_1_fwd	100.000	20	0	0	100	6	25	21	2	21	3.76e-07	37.4
ERR3855116	ITS1Fngs_1_fwd	100.000	19	0	0	100	9	27	19	1	19	1.31e-06	35.6
ERR3855116	ITS1F_KYO1_1_fwd	90.909	22	2	0	100	6	27	22	1	22	1.31e-06	35.6
ERR3855116	ITS1_1_fwd	100.000	19	0	0	100	44	62	19	1	19	1.31e-06	35.6
ERR3855116	ITS1ngs_1_fwd	100.000	17	0	0	100	44	60	17	1	17	1.60e-05	31.9
ERR3855116	ITS1catta_1_fwd	89.474	19	2	0	100	55	73	19	1	19	5.57e-05	30.1
ERR3855117	ITS5_1_fwd	100.000	22	0	0	78	19	40	22	1	22	2.33e-08	41.0
ERR3855117	ITS1F_1_fwd	100.000	22	0	0	78	5	26	22	1	22	2.33e-08	41.0
ERR3855117	ITSOF_1_fwd	100.000	21	0	0	78	4	24	21	1	21	8.13e-08	39.2
ERR3855117	ITS1F_KYO2_1_fwd	100.000	21	0	0	78	15	35	21	1	21	8.13e-08	39.2
ERR3855117	ITS1Fngs_1_fwd	100.000	19	0	0	78	8	26	19	1	19	9.91e-07	35.6
ERR3855117	ITS1F_KYO1_1_fwd	90.909	22	2	0	78	5	26	22	1	22	9.91e-07	35.6
ERR3855117	ITS1_1_fwd	100.000	19	0	0	78	43	61	19	1	19	9.91e-07	35.6
ERR3855117	ITS1ngs_1_fwd	100.000	17	0	0	78	43	59	17	1	17	1.21e-05	31.9
ERR3855117	ITS1catta_1_fwd	89.474	19	2	0	78	54	72	19	1	19	4.21e-05	30.1
ERR3855118	ITS5_1_fwd	100.000	22	0	0	78	19	40	22	1	22	2.33e-08	41.0
ERR3855118	ITS1F_1_fwd	100.000	22	0	0	78	5	26	22	1	22	2.33e-08	41.0
ERR3855118	ITSOF_1_fwd	100.000	21	0	0	78	4	24	21	1	21	8.13e-08	39.2
ERR3855118	ITS1F_KYO2_1_fwd	100.000	21	0	0	78	15	35	21	1	21	8.13e-08	39.2
ERR3855118	ITS1Fngs_1_fwd	100.000	19	0	0	78	8	26	19	1	19	9.91e-07	35.6
ERR3855118	ITS1F_KYO1_1_fwd	90.909	22	2	0	78	5	26	22	1	22	9.91e-07	35.6
ERR3855118	ITS1_1_fwd	100.000	19	0	0	78	43	61	19	1	19	9.91e-07	35.6
