F2FH1170	ITS4-Fun_2_rev	96.000	25	1	0	67	7	31	27	3	27	5.59e-09	43.7
F2FH1170	ITS4_2_rev	100.000	20	0	0	67	6	25	20	1	20	2.38e-07	37.4
F2FH1170	ITS4ngs_2_rev	95.000	20	1	0	67	6	25	20	1	20	2.90e-06	34.6
F2FH1176	ITS4-Fun_2_rev	96.000	25	1	0	63	9	33	27	3	27	5.20e-09	43.7
F2FH1176	ITS4_2_rev	100.000	20	0	0	63	8	27	20	1	20	2.21e-07	37.4
F2FH1176	ITS4ngs_2_rev	95.000	20	1	0	63	8	27	20	1	20	2.69e-06	34.6
F2FH1176	LR0B_2_rev	94.737	19	1	0	63	40	58	19	1	19	3.28e-05	31.0
F2FH1177	ITS4-Fun_2_rev	100.000	23	0	0	100	10	32	27	3	25	8.83e-09	42.8
F2FH1177	ITS4_2_rev	100.000	20	0	0	100	9	28	20	1	20	3.76e-07	37.4
F2FH1177	ITS4ngs_2_rev	95.000	20	1	0	100	9	28	20	1	20	4.58e-06	34.6
F2FH1186	ITS4_2_rev	100.000	20	0	0	26	7	26	20	1	20	7.85e-08	37.4
F2FH1186	ITS4-Fun_2_rev	100.000	19	0	0	26	8	26	27	3	21	2.74e-07	35.6
F2FH1186	ITS4ngs_2_rev	95.000	20	1	0	26	7	26	20	1	20	9.56e-07	34.6
F2FH1202	ITS4_2_rev	100.000	20	0	0	26	7	26	20	1	20	7.85e-08	37.4
F2FH1202	ITS4-Fun_2_rev	100.000	19	0	0	26	8	26	27	3	21	2.74e-07	35.6
F2FH1202	ITS4ngs_2_rev	95.000	20	1	0	26	7	26	20	1	20	9.56e-07	34.6
F2FH1205	ITS4-Fun_2_rev	100.000	23	0	0	100	7	29	27	3	25	8.83e-09	42.8
F2FH1205	ITS4_2_rev	100.000	20	0	0	100	6	25	20	1	20	3.76e-07	37.4
F2FH1205	ITS4ngs_2_rev	95.000	20	1	0	100	6	25	20	1	20	4.58e-06	34.6
F2FH1206	ITS4-Fun_2_rev	96.000	25	1	0	80	10	34	27	3	27	6.87e-09	43.7
F2FH1206	ITS4_2_rev	100.000	20	0	0	80	9	28	20	1	20	2.92e-07	37.4
F2FH1206	ITS4ngs_2_rev	95.000	20	1	0	80	9	28	20	1	20	3.56e-06	34.6
F2FH1206	LR0B_2_rev	89.474	19	2	0	80	41	59	19	1	19	5.28e-04	26.5
F2FH1212	ITS4-Fun_2_rev	100.000	23	0	0	100	8	30	27	3	25	8.83e-09	42.8
F2FH1212	ITS4_2_rev	100.000	20	0	0	100	7	26	20	1	20	3.76e-07	37.4
F2FH1212	ITS4ngs_2_rev	95.000	20	1	0	100	7	26	20	1	20	4.58e-06	34.6
F2FH1215	ITS4-Fun_2_rev	96.000	25	1	0	63	8	32	27	3	27	5.20e-09	43.7
F2FH1215	ITS4_2_rev	100.000	20	0	0	63	7	26	20	1	20	2.21e-07	37.4
F2FH1215	ITS4ngs_2_rev	95.000	20	1	0	63	7	26	20	1	20	2.69e-06	34.6
F2FH1215	LR0B_2_rev	94.737	19	1	0	63	39	57	19	1	19	3.28e-05	31.0
F2FH1217	ITS4-Fun_2_rev	100.000	23	0	0	77	8	30	27	3	25	6.58e-09	42.8
F2FH1217	ITS4_2_rev	100.000	20	0	0	77	7	26	20	1	20	2.80e-07	37.4
F2FH1217	ITS4ngs_2_rev	95.000	20	1	0	77	7	26	20	1	20	3.41e-06	34.6
F2FH1218	ITS4-Fun_2_rev	96.000	25	1	0	64	10	34	27	3	27	5.30e-09	43.7
F2FH1218	ITS4_2_rev	100.000	20	0	0	64	9	28	20	1	20	2.25e-07	37.4
